soc,onet_soc,occupation,skill,importance_1_to_5,rating_date,onet_version,source_url
11-3012,11-3012.00,Administrative Services Managers,Installation,1.0,07/2017,31.0,https://www.onetcenter.org/database.html
11-3012,11-3012.00,Administrative Services Managers,Repairing,1.0,07/2017,31.0,https://www.onetcenter.org/database.html
11-3012,11-3012.00,Administrative Services Managers,Science,1.0,07/2017,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Speaking,3.88,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Active Listening,3.75,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Critical Thinking,3.75,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Monitoring,3.75,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Reading Comprehension,3.75,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Coordination,3.62,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Social Perceptiveness,3.62,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Judgment and Decision Making,3.5,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Management of Personnel Resources,3.5,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Complex Problem Solving,3.38,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Time Management,3.38,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Instructing,3.25,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Writing,3.25,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Active Learning,3.12,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Persuasion,3.12,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Learning Strategies,3.0,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Negotiation,3.0,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Service Orientation,3.0,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Systems Analysis,3.0,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Systems Evaluation,3.0,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Operations Monitoring,2.88,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Quality Control Analysis,2.88,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Management of Material Resources,2.75,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Mathematics,2.75,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Troubleshooting,2.62,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Management of Financial Resources,2.5,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Equipment Maintenance,2.38,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Equipment Selection,2.25,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Operation and Control,2.25,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Repairing,2.25,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Operations Analysis,1.88,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Programming,1.62,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Technology Design,1.62,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Science,1.5,08/2024,31.0,https://www.onetcenter.org/database.html
11-3013,11-3013.00,Facilities Managers,Installation,1.12,08/2024,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Critical Thinking,4.12,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Active Listening,4.0,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Reading Comprehension,4.0,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Judgment and Decision Making,3.88,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Monitoring,3.88,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Speaking,3.88,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Complex Problem Solving,3.75,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Coordination,3.75,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Writing,3.75,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Management of Personnel Resources,3.62,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Social Perceptiveness,3.62,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Systems Analysis,3.62,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Systems Evaluation,3.62,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Active Learning,3.38,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Time Management,3.38,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Learning Strategies,3.25,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Instructing,3.12,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Mathematics,3.12,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Operations Analysis,3.12,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Persuasion,3.12,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Management of Financial Resources,3.0,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Negotiation,3.0,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Operations Monitoring,2.88,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Service Orientation,2.88,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Management of Material Resources,2.75,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Programming,2.75,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Quality Control Analysis,2.75,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Technology Design,2.5,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Troubleshooting,2.5,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Operation and Control,2.0,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Equipment Selection,1.88,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Science,1.75,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Repairing,1.5,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Equipment Maintenance,1.38,07/2016,31.0,https://www.onetcenter.org/database.html
11-3021,11-3021.00,Computer and Information Systems Managers,Installation,1.0,07/2016,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Active Listening,4.0,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Critical Thinking,4.0,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Reading Comprehension,4.0,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Speaking,4.0,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Monitoring,3.75,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Writing,3.75,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Complex Problem Solving,3.62,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Coordination,3.62,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Judgment and Decision Making,3.62,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Management of Personnel Resources,3.62,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Service Orientation,3.62,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Social Perceptiveness,3.62,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Time Management,3.62,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Active Learning,3.5,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Mathematics,3.5,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Persuasion,3.38,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Management of Financial Resources,3.12,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Negotiation,3.12,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Learning Strategies,3.0,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Systems Analysis,3.0,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Systems Evaluation,3.0,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Instructing,2.88,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Management of Material Resources,2.38,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Operations Monitoring,1.88,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Programming,1.88,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Quality Control Analysis,1.88,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Operations Analysis,1.75,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Technology Design,1.62,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Equipment Selection,1.25,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Science,1.25,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Troubleshooting,1.25,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Operation and Control,1.12,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Equipment Maintenance,1.0,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Installation,1.0,08/2022,31.0,https://www.onetcenter.org/database.html
11-3031,11-3031.00,Financial Managers,Repairing,1.0,08/2022,31.0,https://www.onetcenter.org/database.html
11-3051,11-3051.00,Industrial Production Managers,Coordination,4.0,08/2021,31.0,https://www.onetcenter.org/database.html
11-3051,11-3051.00,Industrial Production Managers,Critical Thinking,4.0,08/2021,31.0,https://www.onetcenter.org/database.html
11-3051,11-3051.00,Industrial Production Managers,Judgment and Decision Making,4.0,08/2021,31.0,https://www.onetcenter.org/database.html
11-3051,11-3051.00,Industrial Production Managers,Monitoring,4.0,08/2021,31.0,https://www.onetcenter.org/database.html
11-3051,11-3051.00,Industrial Production Managers,Speaking,4.0,08/2021,31.0,https://www.onetcenter.org/database.html
11-3051,11-3051.00,Industrial Production Managers,Active Listening,3.88,08/2021,31.0,https://www.onetcenter.org/database.html
11-3051,11-3051.00,Industrial Production Managers,Management of Personnel Resources,3.88,08/2021,31.0,https://www.onetcenter.org/database.html
11-3051,11-3051.00,Industrial Production Managers,Reading Comprehension,3.88,08/2021,31.0,https://www.onetcenter.org/database.html
11-3051,11-3051.00,Industrial Production Managers,Time Management,3.88,08/2021,31.0,https://www.onetcenter.org/database.html
11-3051,11-3051.00,Industrial Production Managers,Learning Strategies,3.75,08/2021,31.0,https://www.onetcenter.org/database.html
11-3051,11-3051.00,Industrial Production Managers,Systems Analysis,3.75,08/2021,31.0,https://www.onetcenter.org/database.html
11-3051,11-3051.00,Industrial Production Managers,Active Learning,3.62,08/2021,31.0,https://www.onetcenter.org/database.html
11-3051,11-3051.00,Industrial Production Managers,Complex Problem Solving,3.62,08/2021,31.0,https://www.onetcenter.org/database.html
11-3051,11-3051.00,Industrial Production Managers,Social Perceptiveness,3.5,08/2021,31.0,https://www.onetcenter.org/database.html
11-3051,11-3051.00,Industrial Production Managers,Management of Financial Resources,3.38,08/2021,31.0,https://www.onetcenter.org/database.html
